"catchID","date","q0","maize.q1","maize.q2","maize.owner.consent","maize.owner.agree.age","maize.owner.agree.gender","maize.owner.agree.educ","maize.owner.agree.ownership","maize.owner.agree.knw","maize.owner.agree.q3","maize.owner.agree.q4","maize.owner.agree.q5","maize.owner.agree.q6","maize.owner.agree.q7","maize.owner.agree.q8","maize.owner.agree.q9.a","maize.owner.agree.q9.b","maize.owner.agree.q9.d","maize.owner.agree.q9.e","maize.owner.agree.q9.96","maize.owner.agree.q10","maize.owner.agree.q11","maize.owner.agree.train_ISSD","maize.owner.agree.q12","maize.owner.agree.nr_var","maize.owner.agree.q19","maize.owner.agree.q20","maize.owner.agree.long10h.q21","maize.owner.agree.long10h.q22","maize.owner.agree.long10h.q23","maize.owner.agree.long10h.q24","maize.owner.agree.long10h.carry","maize.owner.agree.long10h.q25","maize.owner.agree.long10h.q26","maize.owner.agree.long10h.sold","maize.owner.agree.long10h.q27","maize.owner.agree.long10h.q29","maize.owner.agree.long10h.q30","maize.owner.agree.long10h.q31","maize.owner.agree.q32","maize.owner.agree.longe7h.q33","maize.owner.agree.longe7h.q34","maize.owner.agree.longe7h.q35","maize.owner.agree.longe7h.q36","maize.owner.agree.longe7h.carry2","maize.owner.agree.longe7h.q37","maize.owner.agree.longe7h.q38","maize.owner.agree.longe7h.sold2","maize.owner.agree.longe7h.q39","maize.owner.agree.longe7h.q41","maize.owner.agree.longe7h.q42","maize.owner.agree.longe7h.q43","maize.owner.agree.q44","maize.owner.agree.q45","maize.owner.agree.longe5.q46","maize.owner.agree.longe5.q47","maize.owner.agree.longe5.q48","maize.owner.agree.longe5.q49","maize.owner.agree.longe5.carry3","maize.owner.agree.longe5.q50","maize.owner.agree.longe5.q51","maize.owner.agree.longe5.sold3","maize.owner.agree.longe5.q52","maize.owner.agree.longe5.q54","maize.owner.agree.longe5.q55","maize.owner.agree.longe5.q56","maize.owner.agree.q57","maize.owner.agree.longe4.q58","maize.owner.agree.longe4.q59","maize.owner.agree.longe4.q60","maize.owner.agree.longe4.q61","maize.owner.agree.longe4.carry4","maize.owner.agree.longe4.q62","maize.owner.agree.longe4.q63","maize.owner.agree.longe4.sold4","maize.owner.agree.longe4.q64","maize.owner.agree.longe4.q66","maize.owner.agree.longe4.q67","maize.owner.agree.longe4.q68","maize.owner.agree.temp.q69","maize.owner.agree.temp.q71","maize.owner.agree.temp.q72","maize.owner.agree.temp.q73","maize.owner.agree.temp.q74","maize.owner.agree.temp.q75","maize.owner.agree.temp.q76","maize.owner.agree.temp.q77","maize.owner.agree.temp.q78","maize.owner.agree.temp.q79","maize.owner.agree.temp.q80","maize.owner.agree.temp.q81","maize.owner.agree.temp.q82","maize.owner.agree.q83.a","maize.owner.agree.q83.b","maize.owner.agree.q83.c","maize.owner.agree.q83.d","maize.owner.agree.q83.e","maize.owner.agree.q83.f","maize.owner.agree.q83.g","maize.owner.agree.q83.96","maize.owner.agree.q84","maize.owner.agree.other_q84","maize.owner.agree.q85","maize.owner.agree.q86","maize.owner.agree.q87","maize.owner.agree.q88","maize.owner.agree.q89","maize.owner.agree.q90","maize.owner.agree.q91","maize.owner.agree.q92","maize.owner.agree.q93","maize.owner.agree.q94","maize.owner.agree.q95","maize.owner.agree.q96","maize.owner.agree.q96b","maize.owner.agree.q97.a","maize.owner.agree.q97.b","maize.owner.agree.q97.c","maize.owner.agree.q97.d","maize.owner.agree.q97.96","maize.owner.agree.q98","maize.owner.agree.q99","maize.owner.agree.q100","maize.owner.agree.q101","maize.owner.agree.q102","maize.owner.agree.q103","maize.owner.agree.skill.q104","maize.owner.agree.skill.q105","maize.owner.agree.skill.q106","maize.owner.agree.skill.q107","maize.owner.agree.skill.q108","maize.owner.agree.skill.q109","maize.owner.agree.skill.q110","maize.owner.agree.skill.q111","maize.owner.agree.skill.q112","maize.owner.agree.skill.q113","maize.owner.agree.inspection.q114","maize.owner.agree.inspection.q115","maize.owner.agree.inspection.q116","maize.owner.agree.inspection.q117","maize.owner.agree.inspection.q118","maize.owner.agree.inspection.q119","maize.owner.agree.inspection.q120","maize.owner.agree.inspection.q121","maize.owner.agree.inspection.q122","maize.owner.agree.q70","maize.owner.agree._gps_altitude","maize.owner.agree._gps_precision","reading","exp","date_pack","origin","cert","lot","verif","variety","other_var","company","age","shop_ID","treat","training","clearing","farmer","distID"
37,"2020-10-02","Yes","Yes","n/a","Yes",27,"Male","f","Yes","Yes",35,0.01,"Yes",20,8,"2016-01-01","False","True","True","True","False","Yes","No","n/a","No",2,2,"Yes","0.0","100","a","5500","100","100","6500","0","n/a","Yes","4","30","Yes","0.0","80","a","3300","80","50","4500","30","0.0","Yes","2","21",2,"Yes","0.0","200","a","2800","200","200","3000","0","n/a","Yes","2","14","Yes","0.0","150","a","2800","150","145","3000","5","0.0","Yes","3","7","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Cement",2,4,"No","No",5,"True","False","False","False","False","False","False","False","c","n/a","b","b",3,"Yes","1","c","n/a","n/a",2,"10","2","Yes","e","True","False","False","False","False","b",4,4,4,5,5,"c","a","c","b","c","c","b","b","b","c","Yes","Yes","No",2,"Yes","No","No","No","No",24,1027.53833026459,10,13.3,"n/a","n/a","Yes","No","No","No","long4","n/a",16,NA,"AD_144",1,TRUE,FALSE,"TRUE",8
38,"2020-10-02","Yes","Yes","n/a","Yes",35,"Male","f","Yes","No",28,0,"Yes",20,15,"2015-01-01","False","True","True","True","False","No","n/a","n/a","Yes",3,2,"Yes","0.0","150","a","6000","150","150","7000","0","n/a","Yes","4","999","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"Yes","0.0","400","a","2600","400","400","3000","0","n/a","Yes","4","999","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","No","Yes","Yes","No","No","Yes","Cement",2,2,"No","Yes",5,"False","True","False","False","False","False","False","False","a","n/a","c","c",3,"Yes","1","b","No","No",2,"6","2","Yes","e","True","False","False","False","False","b",4,4,3,3,3,"b","a","b","b","c","c","b","b","a","b","Yes","Yes","No",1,"No","No","No","No","No",26.5,1053.78717838507,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_228",4,FALSE,TRUE,"FALSE",12
38,"2020-10-01","Yes","Yes","n/a","Yes",23,"Female","f","No","No",40,0,"Yes",150,100,"2018-01-01","False","True","True","True","False","No","n/a","n/a","Yes",3,2,"Yes","0.0","100","a","5500","100","94","7000","6","0.0","Yes","4","7","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","120","a","2500","120","108","4000","12","0.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","Yes","Yes","Yes","Yes","Yes","Yes","Cement",2,5,"No","No",5,"True","False","False","False","False","False","False","False","a","n/a","c","c",3,"Yes","1","b","Yes","Yes",2,"5","0","Yes","f","True","False","False","False","False","b",5,5,3,3,5,"b","b","b","b","c","c","88","a","a","b","No","No","No",1,"No","No","No","No","No",24.3,1058.18259205583,10,12.1,"n/a","2020-10-16","Yes","No","No","No","10H","n/a",1,-15,"AD_59",4,FALSE,TRUE,"FALSE",12
38,"2020-10-01","Yes","Yes","n/a","Yes",27,"Female","f","Yes","No",40,4,"Yes",15,10,"2019-01-01","False","True","True","True","False","No","n/a","n/a","Yes",2,1,"Yes","0.0","20","a","5500","20","20","6000","0","n/a","Yes","4","999","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","100","a","2600","100","100","3000","0","n/a","Yes","4","999","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","Yes","No","No","Yes","No","Yes","Cement",1,5,"No","No",3,"True","False","False","False","False","False","False","False","a","n/a","c","c",3,"Yes","1","c","n/a","n/a",2,"10","3","No","n/a","True","False","False","False","False","a",2,3,3,3,3,"b","b","88","c","c","88","88","a","88","a","No","No","No",2,"Yes","No","No","No","No",22.5,1010.85080814796,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_145",4,FALSE,TRUE,"TRUE",12
39,"2020-09-30","Yes","Yes","n/a","Yes",40,"Female","e","Yes","No",25,0,"Yes",20,10,"2017-01-01","False","False","True","True","False","Yes","Yes","Yes","Yes",3,2,"Yes","0.0","500","a","5000","500","500","6000","0","n/a","Yes","3","2","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"Yes","0.0","600","a","2500","600","588","3000","12","0.0","No","n/a","n/a","Yes","0.0","200","a","2500","200","200","3000","0","n/a","No","n/a","n/a","No","Yes","No","Yes","Yes","Yes","Yes","Cement",2,4,"No","Yes",4,"False","True","False","False","False","False","False","False","c","n/a","b","b",2,"Yes","2","c","n/a","n/a",2,"20","5","Yes","d","True","True","False","False","False","a",4,4,5,5,3,"a","c","c","b","c","c","a","a","a","b","No","Yes","Yes",2,"No","No","No","No","No",26,1103.05401253039,10,14.9,"n/a","2020-07-15","Yes","No","Yes","No","long5","n/a",2,78,"AD_263",4,FALSE,TRUE,"TRUE",10
39,"2020-09-30","Yes","Yes","n/a","Yes",24,"Female","d","No","No",20,0,"Yes",10,8,"2017-01-01","False","True","True","True","False","No","n/a","n/a","No",3,1,"Yes","0.0","50","a","5000","50","50","6000","0","n/a","Yes","4","999","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"Yes","0.0","100","a","2500","100","100","3000","0","n/a","Yes","4","2","Yes","0.0","30","a","2500","30","22","3000","8","0.0","No","n/a","n/a","Yes","Yes","No","No","Yes","Yes","Yes","Cement",2,3,"Yes","No",3,"True","False","False","False","False","False","False","False","c","n/a","b","c",1,"Yes","1","a","No","Yes",2,"5","2","Yes","d","True","False","False","False","True","a",2,5,4,4,4,"a","a","c","b","b","b","a","b","a","b","Yes","Yes","No",0,"No","No","No","No","No",26,1104.38881470514,15,12.6,"n/a","2020-07-22","Yes","No","No","No","long4","n/a",4,71,"AD_99",4,FALSE,TRUE,"TRUE",10
39,"2020-09-30","Yes","Yes","n/a","Yes",27,"Male","e","Yes","No",20,0,"Yes",10,6,"2013-01-01","False","True","True","True","False","Yes","No","n/a","Yes",4,2,"Yes","0.0","40","b","5000","40","40","6000","0","n/a","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"Yes","0.0","150","b","2600","150","150","3000","0","n/a","Yes","2","7","Yes","0.0","50","b","2600","50","50","3000","0","n/a","No","n/a","n/a","Yes","No","No","No","Yes","Yes","Yes","Cement",2,4,"No","Yes",3,"True","False","False","False","False","False","False","False","c","n/a","c","c",1,"Yes","1","b","No","Yes",2,"10","4","Yes","d","True","False","False","False","False","a",3,4,4,5,4,"b","a","b","b","c","a","b","a","88","c","Yes","Yes","No",1,"Yes","No","No","No","No",28,1110.78577954171,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_146",4,FALSE,TRUE,"FALSE",10
39,"2020-09-30","Yes","Yes","n/a","Yes",23,"Male","e","No","Yes",28,0,"Yes",50,30,"2014-01-01","False","False","True","True","False","No","n/a","n/a","Yes",3,2,"Yes","10.0","400","a","5000","410","395","6000","15","0.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","500","a","2500","500","480","3000","20","0.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Cement",2,4,"No","Yes",5,"True","False","False","False","False","False","False","False","c","n/a","c","c",1,"Yes","1","b","No","No",2,"5","0","Yes","e","True","False","False","False","False","a",4,4,4,4,4,"a","b","b","c","b","c","a","a","88","88","No","Yes","No",1,"No","No","No","No","No",25,1108.29695688121,10,11.8,"n/a","2020-09-01","Yes","No","No","No","10H","n/a",1,30,"AD_83",4,FALSE,TRUE,"FALSE",10
40,"2020-09-30","Yes","Yes","n/a","Yes",20,"Male","d","Yes","No",23,0,"Yes",30,20,"2020-01-01","False","True","True","True","False","Yes","Yes","98","Yes",4,2,"Yes","0.0","170","a","5000","170","170","6000","0","n/a","Yes","5","999","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"Yes","0.0","200","a","2500","200","200","3000","0","n/a","Yes","3","30","Yes","0.0","70","a","2500","70","70","3000","0","n/a","Yes","5","999","Yes","Yes","Yes","No","Yes","Yes","Yes","Cement",2,5,"No","No",4,"True","False","False","False","False","False","False","False","c","n/a","c","c",1,"Yes","1","b","No","Yes",2,"15","4","Yes","d","True","False","False","False","False","b",4,4,4,4,4,"a","b","88","c","b","b","a","a","88","88","98","Yes","No",1,"No","No","No","No","No",21,1085.38796347364,25,13.6,"n/a","2020-07-15","Yes","No","Yes","No","long5","n/a",2,78,"AD_17",3,FALSE,FALSE,"TRUE",10
40,"2020-09-30","Yes","Yes","n/a","Yes",19,"Male","d","No","No",20,0,"Yes",40,25,"2020-01-01","False","True","True","True","False","Yes","Yes","No","Yes",2,1,"Yes","0.0","30","96","5500","30","28","6500","2","0.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","150","96","2700","150","90","3000","60","0.0","Yes","4","2","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Cement",2,3,"No","No",4,"True","False","False","False","False","False","False","False","c","n/a","c","c",2,"Yes","1","c","n/a","n/a",2,"10","0","Yes","d","True","False","False","False","False","a",4,5,4,4,5,"a","a","c","c","c","b","a","a","a","88","98","Yes","Yes",0,"No","No","No","No","No",25.5,1192.06586358634,10,12.3,"n/a","2020-08-20","Yes","No","No","No","10H","n/a",1,42,"AD_15",3,FALSE,FALSE,"TRUE",10
41,"2020-09-30","Yes","Yes","n/a","Yes",27,"Male","e","Yes","No",0.1,0.1,"Yes",50,45,"2018-01-01","False","True","True","True","False","No","n/a","n/a","Yes",5,3,"Yes","0.0","100","a","5500","100","100","6000","0","n/a","Yes","4","999","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"Yes","0.0","5000","a","2500","5000","4980","3000","20","0.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","Yes","Yes","Yes","Yes","Yes","Yes","Cement",1,2,"No","Yes",3,"False","True","False","False","False","False","False","False","e","Friends recommendation","b","c",3,"Yes","1","b","No","Yes",1,"n/a","n/a","Yes","e","True","False","False","False","False","a",3,3,3,3,3,"b","b","c","b","c","88","b","b","88","88","Yes","Yes","Yes",1,"No","No","No","No","No",28.8,1078.35172768548,10,15.2,"n/a","2020-07-12","Yes","No","Yes","No","long5","n/a",16,81,"AD_150",2,TRUE,TRUE,"FALSE",8
41,"2020-09-30","Yes","Yes","n/a","Yes",45,"Female","a","No","No",0.2,0,"Yes",20,5,"2005-01-01","False","False","True","True","False","Yes","Yes","98","Yes",2,1,"Yes","0.0","100","b","999","100","100","6500","0","n/a","Yes","3","30","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"Yes","10.0","100","a","999","110","110","3000","0","n/a","No","n/a","n/a","Yes","100.0","0","n/a","n/a","100","100","3000","0","n/a","No","n/a","n/a","No","Yes","Yes","No","No","Yes","Yes","Cement",2,3,"No","Yes",4,"True","False","False","False","False","False","False","False","c","n/a","b","c",1,"No","1","a","No","Yes",2,"5","2","No","n/a","True","False","False","False","False","a",4,4,3,4,5,"88","a","b","c","b","88","88","a","a","88","No","Yes","Yes",11,"No","No","No","No","No",28.1,1084.97807337502,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_286",2,TRUE,TRUE,"TRUE",8
42,"2020-09-30","Yes","Yes","n/a","Yes",27,"Female","e","No","No",2,0,"Yes",6,3,"2020-01-01","False","True","True","True","False","No","n/a","n/a","Yes",2,1,"Yes","0.0","10","a","6000","10","10","6000","0","n/a","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","5","a","2500","5","5","3000","0","n/a","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","Yes","Yes","No","No","No","No","Mud",2,5,"No","Yes",4,"False","False","False","False","True","False","False","False","c","n/a","b","b",1,"No","1","c","n/a","n/a",1,"n/a","n/a","No","n/a","True","False","False","False","False","a",4,3,4,2,4,"a","b","c","b","b","b","a","b","b","a","No","Yes","No",0,"No","No","No","No","No",26,1063.84222493555,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_151",1,TRUE,FALSE,"TRUE",5
43,"2020-09-30","Yes","Yes","n/a","Yes",27,"Male","d","No","Yes",8,0,"No",20,15,"2014-01-01","False","False","False","False","True","No","n/a","n/a","No",3,2,"Yes","0.0","55","a","5500","55","55","6000","0","n/a","Yes","4","7","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","45","a","2500","45","45","3000","0","n/a","Yes","4","7","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","Yes","Yes","Yes","Yes","Yes","Yes","Cement",2,4,"Yes","Yes",2,"False","False","False","False","True","False","False","False","c","n/a","b","b",1,"Yes","1","a","No","No",2,"18","6","Yes","d","True","False","False","False","False","b",5,3,5,2,4,"a","b","c","c","c","c","a","c","88","a","No","Yes","Yes",0,"No","No","No","No","No",24,1050.48849036377,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_152",2,TRUE,TRUE,"TRUE",5
43,"2020-09-30","Yes","Yes","n/a","Yes",38,"Male","d","Yes","Yes",7,0,"No",20,20,"2018-01-01","False","False","False","False","True","No","n/a","n/a","Yes",1,1,"Yes","0.0","40","f","5500","40","38","6000","2","0.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","Yes","Yes","No","No","Yes","No","Cement",2,1,"Yes","No",3,"True","False","False","False","False","False","False","False","a","n/a","b","a",1,"No","1","b","No","No",1,"n/a","n/a","Yes","e","True","False","False","False","False","a",4,4,2,4,4,"a","a","88","88","c","c","b","b","a","88","No","No","No",2,"No","No","No","No","No",24,1079.48642485775,10,13.2,"n/a","n/a","No","No","No","No","96","Repackaged seed with no details",8,NA,"AD_247",2,TRUE,TRUE,"FALSE",5
44,"2020-10-01","Yes","Yes","n/a","Yes",30,"Male","d","Yes","No",8,0,"Yes",5,4,"2017-01-01","False","False","True","True","False","Yes","No","n/a","Yes",3,2,"Yes","0.0","20","a","5000","20","20","6000","0","n/a","Yes","3","7","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","20","a","2500","20","20","3000","0","n/a","Yes","3","7","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Cement",2,3,"No","Yes",3,"True","False","False","False","False","False","False","False","c","n/a","c","c",1,"Yes","1","a","No","Yes",1,"n/a","n/a","Yes","e","True","False","False","False","False","b",4,3,4,4,4,"a","b","c","b","b","b","a","a","88","88","No","Yes","No",1,"Yes","No","No","No","No",23,909.005280050449,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_183",2,TRUE,TRUE,"TRUE",6
44,"2020-10-01","Yes","Yes","n/a","Yes",22,"Female","f","No","No",8,0,"Yes",50,30,"2020-01-01","False","False","True","True","True","Yes","No","n/a","Yes",4,2,"Yes","0.0","25","a","5000","25","25","7000","0","n/a","Yes","2","5","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"Yes","0.0","50","a","2500","50","40","3500","10","0.0","Yes","3","5","Yes","0.0","25","a","2500","25","20","3500","5","0.0","No","n/a","n/a","No","Yes","No","Yes","No","Yes","No","96",2,3,"No","No",3,"False","True","False","False","False","False","False","False","c","n/a","b","b",1,"Yes","3","b","Yes","No",1,"n/a","n/a","Yes","c","True","True","False","False","False","a",3,4,4,2,3,"b","a","c","c","a","b","b","a","a","b","No","No","Yes",1,"No","No","No","No","No",22,1144.00703062117,10,14.5,"n/a","2020-09-15","No","No","Yes","No","long5","n/a",13,16,"AD_41",2,TRUE,TRUE,"TRUE",6
44,"2020-10-01","Yes","Yes","n/a","Yes",32,"Female","b","Yes","No",8,0,"Yes",20,20,"2010-01-01","False","False","True","True","False","No","n/a","n/a","Yes",3,2,"Yes","0.0","50","a","6500","50","50","7000","0","n/a","Yes","5","999","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","50","a","3000","50","47","4000","3","0.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","Yes","No","Yes","Yes","Yes","Cement",2,5,"No","No",2,"True","False","False","False","False","False","False","False","c","n/a","b","b",1,"Yes","1","b","No","No",2,"5","4","Yes","e","True","False","False","False","False","c",3,3,4,4,4,"a","b","b","c","c","b","b","a","88","88","Yes","Yes","Yes",1,"Yes","No","No","No","No",24,1148.1642854725,10,14.9,"n/a","2020-07-12","Yes","No","Yes","No","long5","n/a",12,81,"AD_196",2,TRUE,TRUE,"FALSE",6
44,"2020-10-01","Yes","Yes","n/a","Yes",38,"Female","d","Yes","No",8,0,"Yes",5,4,"2012-01-01","False","False","True","True","False","Yes","No","n/a","Yes",3,2,"Yes","0.0","20","a","6000","20","20","7000","0","n/a","Yes","2","4","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","20","a","3000","20","19","4000","1","0.0","Yes","2","3","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","Yes","No","Yes","Yes","Yes","Cement",2,5,"No","Yes",3,"False","False","False","True","False","False","False","False","c","n/a","b","b",1,"Yes","1","b","No","No",2,"10","3","Yes","f","True","False","False","False","False","b",4,3,4,4,4,"a","b","c","c","c","c","b","a","88","88","Yes","Yes","No",2,"No","No","No","No","No",23,1123.5831247163,10,14.3,"2021-03-15","n/a","Yes","No","Yes","No","long5","n/a",15,14.9583333333333,"AD_252",2,TRUE,TRUE,"FALSE",6
44,"2020-10-01","Yes","Yes","n/a","Yes",28,"Male","e","Yes","Yes",8,0,"Yes",20,15,"2017-01-01","False","True","True","True","False","Yes","No","n/a","Yes",4,2,"Yes","0.0","150","a","5000","150","145","6000","5","0.0","Yes","3","2","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"Yes","0.0","250","a","2300","250","245","3000","5","0.0","Yes","3","5","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","No","No","No","Yes","Yes","Yes","Cement",2,2,"No","No",4,"False","True","False","False","False","False","False","False","c","n/a","b","b",1,"Yes","2","c","n/a","n/a",2,"5","2","Yes","c","True","True","False","False","False","a",4,3,4,4,4,"b","a","a","c","c","c","a","b","b","a","Yes","No","No",2,"No","No","No","No","No",25,1115.40317103639,10,12.1,"n/a","2020-09-10","Yes","No","No","No","10H","n/a",1,21,"AD_155",2,TRUE,TRUE,"TRUE",6
45,"2020-09-26","Yes","Yes","n/a","Yes",28,"Female","d","No","Yes",12,0.1,"No",50,10,"2014-01-01","False","True","True","True","False","No","n/a","n/a","Yes",2,0,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"Yes","0.0","500","a","2200","500","450","3000","50","0.0","Yes","2","1","Yes","0.0","300","a","2200","300","300","3000","0","n/a","Yes","3","1","Yes","Yes","No","Yes","Yes","Yes","Yes","Cement",2,5,"No","No",3,"False","False","False","False","True","False","False","False","c","n/a","a","a",1,"No","1","a","No","Yes",2,"10","4","Yes","f","True","False","False","False","False","a",5,5,5,4,5,"c","88","88","a","b","a","a","a","a","b","No","Yes","98",0,"No","No","No","No","No",24,1085.82040442771,10,11.9,"n/a","2020-08-20","Yes","No","No","No","long5","n/a",4,42,"AD_157",1,TRUE,FALSE,"FALSE",5
46,"2020-09-27","Yes","Yes","n/a","Yes",28,"Female","d","No","Yes",15,0,"Yes",10,5,"2015-01-01","False","True","True","True","False","No","n/a","n/a","Yes",2,1,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","0.0","300","a","2500","300","292","3000","8","0.0","No","n/a","n/a","No","Yes","Yes","Yes","Yes","Yes","Yes","Cement",2,1,"Yes","Yes",4,"False","False","False","False","True","False","False","False","a","n/a","c","c",3,"Yes","1","a","Yes","No",2,"10","8","Yes","e","True","True","False","False","False","c",1,4,4,3,5,"88","b","c","b","c","c","a","a","88","88","No","No","No",7,"Yes","No","No","No","No",27.5,682.781899657311,15,13.1,"n/a","2020-08-10","Yes","Yes","No","No","long4","n/a",4,52,"AD_158",4,FALSE,TRUE,"TRUE",1
47,"2020-09-25","Yes","Yes","n/a","Yes",28,"Female","d","No","No",0.2,0,"Yes",80,20,"2020-01-01","False","True","True","True","False","Yes","No","n/a","Yes",2,2,"Yes","0.0","30","b","999","30","30","6000","0","n/a","Yes","3","30","Yes","0.0","15","a","999","15","15","6000","0","n/a","Yes","3","31",3,"Yes","0.0","200","a","999","200","182","3000","18","0.0","No","n/a","n/a","Yes","0.0","100","a","999","100","96","4000","4","0.0","No","n/a","n/a","Yes","No","No","Yes","No","Yes","Yes","Cement",2,4,"No","No",4,"True","False","False","False","False","False","False","False","c","n/a","b","b",1,"Yes","1","c","n/a","n/a",2,"10","5","Yes","a","True","False","False","False","False","c",4,4,4,4,5,"b","88","88","b","c","c","a","a","a","b","98","Yes","No",0,"No","No","No","No","No",20,1112.55734258281,10,16.4,"2021-01-14","n/a","Yes","No","Yes","No","long5","Processed and packaged by Rhino seeds Africa Limited",8,74.9583333333333,"AD_159",1,TRUE,FALSE,"TRUE",3
