"date","q1","q2","q3","id.agro","hh.maize.district","hh.maize.q6","hh.maize.q6a","hh.maize.q6b","hh.maize.q6c","hh.maize.q6d","hh.maize.q6e","hh.maize.other_q6e","hh.maize.q6f","hh.maize.q6g","hh.maize.q7","hh.maize.q8","hh.maize.q9","hh.maize.q10","hh.maize.q11","hh.maize.q12","hh.maize.q13","hh.maize.q14","hh.maize.q15","hh.maize.q15a","hh.maize.q16","hh.maize.q16a","hh.maize.q17.a","hh.maize.q17.b","hh.maize.q17.c","hh.maize.q17.d","hh.maize.q17.e","hh.maize.q17.96","hh.maize.other_q17","hh.maize.q18.a","hh.maize.q18.b","hh.maize.q18.c","hh.maize.q18.d","hh.maize.q18.e","hh.maize.q18.f","hh.maize.q18.g","hh.maize.q18.h","hh.maize.q18.96","hh.maize.Other_q18","hh.maize.q19","hh.maize.seed.1..q20","hh.maize.seed.1..q21","hh.maize.seed.1..seed_num","hh.maize.seed.1..q22","hh.maize.seed.2..q20","hh.maize.seed.2..q21","hh.maize.seed.2..seed_num","hh.maize.seed.2..q22","hh.maize.seed.3..q20","hh.maize.seed.3..q21","hh.maize.seed.3..seed_num","hh.maize.seed.3..q22","hh.maize.seed_calc1","hh.maize.seed_calc2","hh.maize.seed_select","hh.maize.seed_select_name","hh.maize.seed_select_price","hh.maize.order","hh.maize.sell.q23","hh.maize.sell.q24","hh.maize.sell.q25","hh.maize.sell.q26","hh.maize.sell.q27","hh.maize.sell.q28","hh.maize.sell.q29","hh.maize.sell.q30","hh.maize.sell.q30b","hh.maize.sell.q31","hh.maize.sell.other_q31","hh.maize.sell.q32","hh.maize.sell.q33","hh.maize.sell.q33a","hh.maize.sell.q33b","hh.maize.sell.q34","hh.maize.sell.q34b","hh.maize.q35","hh.maize.opv.1..q38","hh.maize.opv.1..opv_num","hh.maize.opv.1..q36","hh.maize.opv.1..q37","hh.maize.opv.2..q38","hh.maize.opv.2..opv_num","hh.maize.opv.2..q36","hh.maize.opv.2..q37","hh.maize.opv.3..q38","hh.maize.opv.3..opv_num","hh.maize.opv.3..q36","hh.maize.opv.3..q37","hh.maize.opv_calc1","hh.maize.opv_calc2","hh.maize.opv_select","hh.maize.opv_select_name","hh.maize.opv_select_price","hh.maize.order1","hh.maize.op.q39","hh.maize.op.q40","hh.maize.op.q41","hh.maize.op.q42","hh.maize.op.q43","hh.maize.op.q44","hh.maize.op.q45","hh.maize.op.q46","hh.maize.op.q46b","hh.maize.op.q47","hh.maize.op.other_q47","hh.maize.op.q48","hh.maize.op.q49","hh.maize.op.q49a","hh.maize.op.q49b","hh.maize.op.q50","hh.maize.op.q50b","hh.maize.q51","hh.maize.be.q51a","hh.maize.be.bean.1..bean_num","hh.maize.be.bean.1..q54","hh.maize.be.bean.1..q53","hh.maize.be.bean.1..q52","hh.maize.be.bean.2..bean_num","hh.maize.be.bean.2..q54","hh.maize.be.bean.2..q53","hh.maize.be.bean.2..q52","hh.maize.be.bean.3..bean_num","hh.maize.be.bean.3..q54","hh.maize.be.bean.3..q53","hh.maize.be.bean.3..q52","hh.maize.be.bean_calc1","hh.maize.be.bean_calc2","hh.maize.be.bean_select","hh.maize.be.bean_select_name","hh.maize.be.bean_select_price","hh.maize.be.order2","hh.maize.be.sale.q55","hh.maize.be.sale.q55b","hh.maize.be.sale.q56","hh.maize.be.sale.q57","hh.maize.be.sale.q58","hh.maize.be.sale.q59","hh.maize.be.sale.q60","hh.maize.be.sale.q61","hh.maize.be.sale.q62","hh.maize.be.sale.q62b","hh.maize.be.sale.q63","hh.maize.be.sale.other_q63","hh.maize.be.sale.q64","hh.maize.be.sale.q65","hh.maize.be.sale.q65a","hh.maize.be.sale.q65b","hh.maize.be.sale.q66","hh.maize.be.sale.q66b","hh.maize.q67","hh.maize.q68","hh.maize.q68a","hh.maize.q68b","hh.maize.q69","hh.maize.other_q69","hh.maize.q70","hh.maize.q70b.a","hh.maize.q70b.b","hh.maize.q70b.c","hh.maize.q70b.d","hh.maize.q70b.e","hh.maize.q70b.f","hh.maize.q70b.g","hh.maize.q70b.96","hh.maize.inst.q71a","hh.maize.inst.q71b","hh.maize.inst.q71c","hh.maize.inst.q71d","hh.maize.inst.q71e","hh.maize.inst.q71f","hh.maize.q72","hh.maize.q73","hh.maize.q74","hh.maize.other_q74","hh.maize.q75.a","hh.maize.q75.b","hh.maize.q75.c","hh.maize.q75.d","hh.maize.q75.e","hh.maize.q75.f","hh.maize.q75.g","hh.maize.q75.h","hh.maize.q75.i","hh.maize.q75.96","hh.maize.other_q75","hh.maize.q76.a","hh.maize.q76.b","hh.maize.q76.c","hh.maize.q76.d","hh.maize.q76.e","hh.maize.q76.f","hh.maize.q76.g","hh.maize.q76.h","hh.maize.q76.i","hh.maize.q76.96","hh.maize.other_76","hh.maize.q77","hh.maize.q77b.a","hh.maize.q77b.b","hh.maize.q77b.c","hh.maize.q77b.d","hh.maize.q77b.e","hh.maize.q77b.f","hh.maize.q77b.96","hh.maize.other_q77b","hh.maize.q78","hh.maize.other_q78","hh.maize.q79","hh.maize.q80","hh.maize.q81","hh.maize.q82","hh.maize.q83","vilID","parID","subID","distID"
"7/24/2019","Yes","Yes","n/a","AS024","BUGIRI","b",2,0.3,999,0,1,"n/a","n/a",35,"Male","a","b","No","No","1/1/2015","No","No","No","n/a","No","n/a",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"n/a",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"n/a",2,"Longe_10H","6500","1","200","Longe_7H","6000","2","150","n/a","n/a","n/a","n/a",2.728828206,3.228828206,3,"n/a","n/a",0.158974521,"Yes","a","200","100","0","50","1","Yes","1","a","n/a","6000","Yes","3","14","Yes","No",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0.5,1,"n/a","n/a",0.005033243,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","1","200","3000","NAROBEAN3_new_yelloBean","2","350","3500","NABE15_kanybwa_kabonge","n/a","n/a","n/a","n/a","0.520124373","1.020124373","1","NAROBEAN3_new_yelloBean","3000","0.521466216","No","No","d","200","50","10","0","10","Yes","1","d","n/a","2500","Yes","2","14","Yes","Yes",3,2,"n/a","n/a","c","n/a","Yes","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Yes","Yes","Yes","No","Yes","Yes","Yes","b","c","n/a","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","n/a",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","b","n/a",4,5,5,4,3,2,1,9,1
"7/23/2019","Yes","Yes","n/a","AS025","BUGIRI","b",0.1,0,0.1,4,1,"n/a","n/a",36,"Male","a","f","Yes","Yes","1/1/2000","No","Yes","No","n/a","No","n/a",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"n/a",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",1,"Longe_10H","6000","1","50","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0.859355843,1.359355843,1,"Longe_10H","6000",0.158959035,"Yes","a","80","2","10","30","2","No","n/a","e","n/a","5000","Yes","3","7","Yes","No",1,"40","1","DK","8500","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0.5,1,"DK","8500",0.522904525,"Yes","a","50","10","0","8","2","No","n/a","a","n/a","8000","No","n/a","n/a","Yes","No","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",3,1,"n/a","n/a","d","n/a","Yes","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","No","Yes","Yes","No","No","98","Yes","e","c","n/a","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","n/a",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"Weather changes","Yes","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Super seeds and east African seeds","a","n/a",5,5,5,3,5,1,1,10,1
"7/11/2019","Yes","Yes","n/a","AS026","IGANGA","b",0,0,0,0,1,"n/a","n/a",42,"Male","a","e","No","No","1/1/2016","No","No","No","n/a","No","n/a",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"n/a",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1.600161022,2.100161022,2,"n/a","n/a",0.828163157,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"700","1","Longe 5","3000","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0.914541137,1.414541137,1,"Longe 5","3000",0.782011011,"Yes","a","3","2","1","3","1","Yes","1","a","n/a","2500","No","n/a","n/a","Yes","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,2,"n/a","n/a","c","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","No","No","No","No","No","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","d","n/a",4,3,4,5,4,1,1,1,2
"7/18/2019","Yes","Yes","n/a","AS027","IGANGA","b",0.1,0,0.1,4,1,"n/a","n/a",27,"Female","a","f","Yes","Yes","1/1/2015","Yes","Yes","No","n/a","No","n/a",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"n/a",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",2,"Longe_10H","6000","1","500","Bazooka","7000","2","20","n/a","n/a","n/a","n/a",2.849016622,3.349016622,3,"n/a","n/a",0.697951145,"Yes","a","50","0","0","0","1","Yes","1","d","n/a","6000","No","n/a","n/a","No","No",2,"600","1","Longe 4","4000","1000","2","Longe 5","3000","n/a","n/a","n/a","n/a",0.17345111,0.67345111,1,"Longe 4","4000",0.580129146,"Yes","a","1000","0","0","400","1","Yes","1","d","n/a","2800","No","n/a","n/a","No","No","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",3,2,"n/a","n/a","c","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","No","No","Yes","Yes","Yes","e","a","n/a","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","n/a",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Price fluctuations","Yes","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","n/a","c","n/a",3,3,5,4,5,1,1,2,2
"7/18/2019","No","n/a","Yes","AS028","IGANGA","b",0.1,0.1,0.1,8,2,"n/a","Yes",64,"Male","a","b","Yes","Yes","1/1/2009","Yes","Yes","No","n/a","No","n/a",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"n/a",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",3,"Longe_10H","6000","1","200","KH_series","9000","2","50","Longe_7R/Kayongo-go","3000","3","70",0.282202908,0.782202908,1,"Longe_10H","6000",0.181000022,"Yes","a","200","0","0","30","1","Yes","1","a","n/a","5000","No","n/a","n/a","No","No",1,"300","1","Longe 5","3000","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0.483425981,0.983425981,1,"Longe 5","3000",0.956829178,"Yes","a","300","0","10","30","1","Yes","1","a","n/a","2500","No","n/a","n/a","No","No","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",3,2,"n/a","n/a","d","n/a","Yes","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Yes","Yes","Yes","Yes","Yes","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"n/a","Yes","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","n/a","b","n/a",5,3,5,5,5,1,1,2,2
"7/18/2019","No","n/a","Yes","AS029","IGANGA","b",0.1,0.1,0.2,6,5,"n/a","Yes",48,"Female","a","d","Yes","Yes","1/1/1998","98","Yes","98","n/a","No","n/a",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"n/a",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",1,"Longe_10H","5500","1","300","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0.198257545,0.698257545,1,"Longe_10H","5500",0.953925357,"Yes","a","300","0","0","0","2","No","n/a","a","n/a","5000","Yes","1","14","No","No",1,"500","1","Longe 5","3000","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0.449217396,0.949217396,1,"Longe 5","3000",0.739072823,"Yes","a","500","0","0","0","2","No","n/a","a","n/a","2500","Yes","5","21","Yes","No","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,2,"n/a","n/a","96","It hasn't happened","Yes","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","98","Yes","Yes","Yes","No","Yes","Yes","d","c","n/a","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","n/a",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a","Yes","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","n/a","b","n/a",5,3,4,4,5,1,1,2,2
"7/18/2019","Yes","Yes","n/a","AS030","IGANGA","c",0.5,0,0.5,10,1,"n/a","n/a",40,"Male","a","f","Yes","Yes","1/1/2004","No","Yes","No","n/a","No","n/a",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,"Herbicides",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",1,"Longe_10H","5500","1","100","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2.955283329,3.455283329,3,"n/a","n/a",0.117940782,"Yes","a","150","20","50","20","1","No","n/a","d","n/a","4800","No","n/a","n/a","Yes","Yes",2,"150","1","Longe 5","3000","50","2","Longe 4","3000","n/a","n/a","n/a","n/a",0.485260172,0.985260172,1,"Longe 5","3000",0.012079191,"Yes","a","200","15","5","50","1","Yes","1","d","n/a","2500","Yes","1","1","Yes","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",3,2,"n/a","n/a","d","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","No","No","No","No","98","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a","Yes","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","n/a","c","n/a",5,4,5,3,5,1,1,2,2
"7/18/2019","No","n/a","Yes","AS031","IGANGA","b",0.1,0.2,0.3,5,5,"n/a","Yes",20,"Male","e","d","Yes","Yes","1/1/2013","98","Yes","98","n/a","No","n/a",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"n/a",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",2,"Longe_10H","6000","1","40","KH_series","6000","2","20","n/a","n/a","n/a","n/a",1.14895821,1.64895821,2,"KH_series","6000",0.382460414,"Yes","a","55","0","10","20","1","Yes","1","b","n/a","8000","No","n/a","n/a","Yes","No",2,"55","1","Longe 5","3000","20","2","Land_Races_local seed","10000","n/a","n/a","n/a","n/a",0.815759555,1.315759555,1,"Longe 5","3000",0.728845015,"Yes","a","55","0","0","18","1","Yes","1","b","n/a","2200","Yes","1","14","Yes","No","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,1,"n/a","n/a","e","n/a","Yes","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","Yes","Yes","Yes","Yes","Yes","Yes","98","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"n/a","Yes","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","n/a","f","n/a",5,3,4,3,4,1,1,2,2
"7/12/2019","Yes","Yes","n/a","AS032","IGANGA","b",0.2,0.5,0.2,2,1,"n/a","n/a",32,"Female","a","f","Yes","Yes","1/1/2018","Yes","Yes","No","n/a","No","n/a",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"n/a",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"n/a",2,"Bazooka","200","1","200","Longe_10H","500","2","500","n/a","n/a","n/a","n/a",1.171741151,1.671741151,2,"Longe_10H","500",0.920360169,"Yes","a","500","0","0","0","2","No","n/a","b","n/a","5000","Yes","3","4","Yes","No",1,"1000","1","Longe 5","3000","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0.061663715,0.561663715,1,"Longe 5","3000",0.579783233,"Yes","a","1000","0","0","0","2","Yes","1","b","n/a","2400","Yes","5","2","Yes","No","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,2,"n/a","n/a","d","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","Yes","Yes","No","Yes","No","Yes","d","c","n/a","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","n/a",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"n/a","Yes","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","n/a","e","n/a",3,5,5,3,5,1,1,3,2
"7/12/2019","No","n/a","Yes","AS033","IGANGA","d",0,2,0,12,5,"n/a","Yes",20,"Female","e","f","Yes","Yes","1/1/1997","Yes","Yes","No","n/a","Yes","1",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"n/a",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",3,"Panner","10000","1","100","Longe_10H","6000","2","500","Longe_7H","5000","3","100",2.586853216,3.086853216,3,"Longe_7H","5000",0.614991487,"Yes","a","100","50","30","10","2","No","n/a","b","n/a","4000","No","n/a","n/a","No","No",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0.5,1,"n/a","n/a",0.762794042,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,1,"n/a","n/a","b","n/a","Yes","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","Yes","Yes","Yes","No","Yes","No","Yes","c","c","n/a","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Seeds which are not registered.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a","Yes","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","n/a","b","n/a",4,3,4,5,5,1,1,4,2
"7/12/2019","No","n/a","Yes","AS034","IGANGA","d",0.005,999,0.01,3,5,"n/a","Yes",28,"Female","a","e","Yes","Yes","1/1/2018","Yes","Yes","No","n/a","No","n/a",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"n/a",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1.743028536,2.243028536,2,"n/a","n/a",0.837024163,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0.5,1,"n/a","n/a",0.011182999,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",3,1,"n/a","n/a","e","n/a","Yes","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","No","Yes","Yes","Yes","Yes","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a","Yes","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","n/a","b","n/a",2,3,5,3,1,1,1,5,2
"7/18/2019","Yes","Yes","n/a","AS035","IGANGA","c",0,0.2,0,0,1,"n/a","n/a",26,"Male","a","f","Yes","Yes","1/1/2013","Yes","Yes","Yes","Cluster agricultural association","No","n/a",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"n/a",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",1,"Longe_10H","6000","1","500","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0.362490034,0.862490034,1,"Longe_10H","6000",0.360728155,"Yes","a","500","0","0","0","1","Yes","1","a","n/a","5500","No","n/a","n/a","Yes","No",2,"300","1","Longe 5","3000","200","2","Longe 4","3000","n/a","n/a","n/a","n/a",0,0.5,1,"Longe 5","3000",0.783105251,"Yes","a","300","0","0","0","1","Yes","1","a","n/a","2500","No","n/a","n/a","No","No","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",3,2,"n/a","n/a","c","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","Yes","Yes","Yes","No","Yes","Yes","e","c","n/a","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","n/a",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a","Yes","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","n/a","e","n/a",4,5,4,2,5,1,2,6,2
"7/27/2019","Yes","Yes","n/a","AS036","IGANGA","b",12,0,0.1,3,1,"n/a","n/a",31,"Male","a","d","No","Yes","1/1/2009","No","Yes","No","n/a","No","n/a",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"n/a",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",1,"Longe_10H","6000","1","120","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0.600106558,1.100106558,1,"Longe_10H","6000",0.783598153,"Yes","a","999","0","0","0","1","Yes","1","a","n/a","5500","No","n/a","n/a","No","No",1,"50","1","Longe 5","3000","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0.733863736,1.233863736,1,"Longe 5","3000",0.871752277,"Yes","a","50","0","0","0","1","Yes","1","a","n/a","2500","No","n/a","n/a","No","No","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,2,"n/a","n/a","e","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","No","Yes","No","No","No","Yes","e","c","n/a","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"High prices for the seeds","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","e","n/a",4,3,5,5,5,1,1,6,2
